, Average Price,Latitude,Longitude
70,3240,17.309104997054803,78.12648355443132
71,3058,17.31791639125471,78.14500043164763
72,3773,17.32072046240105,78.14582252573399
73,3146,17.324393082444306,78.13260570394988
74,3171,17.313771559381497,78.14220210354371
75,3653,17.316109896589182,78.13857068101078
76,3960,17.318036894300633,78.14317939559635
77,3053,17.299526233594705,78.14279263962932
78,3378,17.31358406062179,78.13483128913185
79,3558,17.312098056108717,78.13958130191303
80,2962,17.31945747985144,78.13276585468026
81,3172,17.300917695507408,78.13980428185485
82,3169,17.319365766729018,78.12438218432233
83,3507,17.30687820656337,78.1471673234028
84,3115,17.314088488238713,78.14415708974948
85,3218,17.32786063378879,78.1390379772967
86,3557,17.30653962831387,78.13664396946086
87,3013,17.311643596657188,78.15164610273304
88,3776,17.318706192678867,78.14837040902917
89,3665,17.318233544985222,78.14748726487201
90,3179,17.3033629284308,78.13031705365228
91,3579,17.318276446861123,78.127384990507
92,3778,17.319471892754642,78.13321361284754
93,3237,17.320840519769817,78.14112378394326
94,3667,17.31840458029816,78.14188441800518
95,3704,17.326877960465776,78.1408008552365
96,3038,17.298792246790082,78.14215952409243
97,3117,17.306195976913454,78.1388636903346
98,3698,17.30261298938763,78.141525995678
99,3017,17.31917743626341,78.15078047685911
100,3650,17.322643665848304,78.14751009573862
101,3779,17.325076279726904,78.12671801995545
102,2972,17.312686855387163,78.13707132310563
103,3216,17.32424006508065,78.15094122520038
104,3102,17.32294938287815,78.12470412986129
105,3455,17.30792620126037,78.1360000335072
106,3145,17.29944835063145,78.13132788831659
107,3168,17.313218318904916,78.14390707331103
108,3349,17.31717568975129,78.1348681248287
109,3906,17.311753244791706,78.13223582717464
110,3568,17.3260835017159,78.14479364481953
111,3439,17.301285609206033,78.14556903857819
112,3294,17.324836132583258,78.14364455713776
113,3062,17.320770702449916,78.14139118479586
114,3038,17.308433396676254,78.12927129241537
115,3869,17.29996322355007,78.14994516931914
116,3928,17.327971214982384,78.13163163162443
117,3546,17.307147073626865,78.13997882227251
118,3810,17.301625199292193,78.13587984337688
119,3616,17.326084445017713,78.12545038378683
120,3402,17.327420547610707,78.14895024697879
121,3312,17.309498220308686,78.1326651803686
122,3342,17.31431317873423,78.13870566680305
123,3235,17.314997514451147,78.13673872839937
124,3603,17.309338694597937,78.1245942019882
125,3212,17.31942114367844,78.1363373784604
126,3861,17.318833509017814,78.12494676530513
127,3293,17.311870327134866,78.14616383353317
128,3475,17.302351952597277,78.12610707684382
129,3905,17.321173481226012,78.13039129951042
130,3252,17.30660142520481,78.1425788394199
131,3140,17.31167831123353,78.12432382093645
132,3232,17.31525221746338,78.13187654797157
133,3255,17.32268737958375,78.136732943998
134,3183,17.319786263970304,78.13450752261444
135,3956,17.305986177364147,78.13095353461561
136,3955,17.318902461614012,78.13989156088707
137,3350,17.301325123366517,78.13726593880088
138,3119,17.30935450365321,78.13020883535724
139,3628,17.31846745042946,78.149156123424
140,3481,17.29988810573384,78.14708078916911
141,2988,17.317748705127716,78.14829324048581
142,3151,17.322388561085756,78.12952666800149
143,3891,17.30688003194939,78.12847074995611
144,3950,17.318951849773303,78.126218085426
145,3158,17.301409006025775,78.1513821069843
146,3621,17.312964887138776,78.15242293110059
147,3601,17.31922456956265,78.14248069339523
148,3252,17.31696607515333,78.14721925357404
149,3853,17.314471587644988,78.13989763300118
150,6040,17.51441022631536,78.89128181287701
151,6248,17.512953071513294,78.88944637765431
152,6322,17.51182261879314,78.89224194446948
153,6455,17.50299008525503,78.88677331862785
154,6795,17.50018474571785,78.8679036722507
155,6696,17.51069895750246,78.8687697531002
156,6846,17.5194991295449,78.86809094852528
157,6159,17.51657176543172,78.8872003409256
158,6600,17.49631983974172,78.88949773873554
159,6179,17.51083432798588,78.8766059445143
160,6234,17.512261133362763,78.88990842346566
161,6496,17.50352947229325,78.8820859712345
162,6830,17.498171473313313,78.88368006196706
163,6842,17.51008035136892,78.88033928746849
164,6568,17.49135077819643,78.88711589628085
165,6248,17.496769218683987,78.89389216819008
166,6375,17.51508118683634,78.87036104236874
167,6661,17.51682970447878,78.89368774740599
168,6721,17.510547558166653,78.88798768816787
169,6343,17.504966247971065,78.89085111219899
170,6286,17.49348549234042,78.89418351291152
171,6548,17.50016124647778,78.87204590268898
172,6220,17.504184960716316,78.89273580389788
173,6959,17.503892136038637,78.87539767423549
174,6175,17.505123746592098,78.89163240373608
175,6382,17.507587361278432,78.89240793058448
176,6628,17.50101499818858,78.87808632818339
177,6977,17.51217305626475,78.86952380295355
178,6426,17.51259359119946,78.87098325858828
179,6803,17.494321421983273,78.87700090495926
180,6088,17.51958811516572,78.88109541443681
181,6052,17.519625699120983,78.89118540262263
182,6812,17.496951243962055,78.87981889384162
183,6097,17.506617444531695,78.8901874110826
184,6111,17.517260150777915,78.86979429951116
185,6825,17.512950775792017,78.88137910050997
186,6099,17.499520650974617,78.88581133557754
187,6879,17.506376679461393,78.87713328350483
188,6411,17.51398299934259,78.86748784917718
189,6982,17.51593731623945,78.86935749517193
190,6317,17.514837044827075,78.89361596364459
191,6817,17.494915835521244,78.8969622916808
192,6514,17.499642363807904,78.8735838430716
193,6218,17.49545531373317,78.87339650945641
194,6379,17.49510782954917,78.87367391870103
195,6153,17.509763009125482,78.89574295483062
196,6498,17.503485072630557,78.87093006313201
197,6531,17.50099058370083,78.89045827346803
198,6753,17.493020185669494,78.89265379163992
199,6017,17.51655414733687,78.87622275713723
200,6972,17.501353069128793,78.86718893233753
201,6303,17.510022971412788,78.88185535980003
202,6202,17.501923627790827,78.87689247561234
203,6569,17.519647184731078,78.88257574619365
204,6065,17.507280810309172,78.89399960734404
205,6246,17.506230792027676,78.89416516920926
206,6817,17.51123580601781,78.87011315718827
207,6675,17.50168855033255,78.86877930918634
208,6535,17.504581815938607,78.8858300187522
209,6050,17.504724793872708,78.8813389285402
210,6692,17.490536466878474,78.88794508971301
211,6196,17.498890162633888,78.8908745086704
212,6310,17.50837877015741,78.87453201905446
213,6003,17.500833368185894,78.87187440285871
214,6814,17.491975845314915,78.88966867335067
215,6906,17.490763913201345,78.89525198578202
216,6812,17.49501684541546,78.87621568133052
217,6734,17.498689192747108,78.89418722243252
218,6249,17.49924638975035,78.8728163324809
219,6878,17.505770622583025,78.88931026657646
220,6323,17.492705537359228,78.89436846971937
221,6341,17.49635066344418,78.87202926937691
222,6918,17.51958988432744,78.8679654782001
223,6047,17.49550282350265,78.88104498386367
224,6894,17.495917396751416,78.88554671511083
225,6089,17.52001463214668,78.88727189967035
226,6549,17.514670738496797,78.87563510944275
227,6590,17.514831122670316,78.89040397856519
228,6013,17.510632009993945,78.88231929392695
229,6442,17.49316325635335,78.88365265485338
230,6047,17.491234413380145,78.88242127849406
231,6441,17.50657255962124,78.87260093576491
232,6097,17.50972755480671,78.87197410843332
233,6136,17.508647891383866,78.887397018818
234,6462,17.500246048150167,78.8829155977365
235,6853,17.496139756950257,78.8707011981984
236,6961,17.500466625888247,78.89465801482315
237,6928,17.49352691917327,78.88997960378288
238,6491,17.503526875684727,78.86783039359274
239,6463,17.492392326132702,78.87449631591745
240,6959,17.49471417788998,78.87149722730955
241,6370,17.513513687061213,78.8827272496555
242,6059,17.490185569260536,78.87610377270241
243,6493,17.50052512172483,78.87734288884208
244,6712,17.50423886337434,78.87005980630366
245,6095,17.51638712824413,78.88359380763082
246,6402,17.49404585037432,78.87890694588604
247,6936,17.50769785017469,78.89319196081065
248,6423,17.509568409408967,78.87483238747276
249,6345,17.501417625887772,78.89490400041738
250,6942,17.50547343126162,78.88118081651675
251,6782,17.49722693989352,78.87272607935591
252,6971,17.504472051637826,78.88681824745933
253,6562,17.512481313582608,78.8869922134497
254,6373,17.490255830895478,78.89232712926034
255,6863,17.5185243419246,78.87315817967242
256,5985,17.490185424826457,78.89005926008329
257,6920,17.50604825429484,78.87947859404555
258,6361,17.497542840079383,78.89277731425116
259,6013,17.502929247529746,78.8963962531945
260,6093,17.514196313526497,78.87809394013323
261,6922,17.51683352886663,78.87384584623234
262,6300,17.5069086775676,78.87824530013059
263,6443,17.501714866475623,78.89192906683141
264,6235,17.500722097175256,78.8813829749542
265,6378,17.495657919910123,78.89326158539946
266,6085,17.50545157419426,78.88447266424025
267,6476,17.492090339866714,78.89507487663062
268,6927,17.50339672349013,78.89423149561027
269,6231,17.492192600052963,78.88949325476939
270,6302,17.49506113000558,78.87579270503313
271,6642,17.520067875569573,78.88461268018305
272,6587,17.49551522201426,78.87588368644234
273,6199,17.516761630485686,78.89081673246933
274,6372,17.50375531701685,78.87634563667736
275,6832,17.49227728408369,78.87061185369613
276,6228,17.499505947405993,78.89299995667686
277,6648,17.512505693469738,78.88973658807436
278,6107,17.51056340686662,78.87678111546835
279,6229,17.49904387599814,78.86859939533991
280,6417,17.490170689032784,78.89435203075759
281,6578,17.5152112284862,78.89069476744386
282,6975,17.50237955873858,78.86932288521834
283,6624,17.50501710296389,78.86889557969162
284,6861,17.496526104238637,78.87965574590223
285,6107,17.506127451411306,78.89541683903104
286,6228,17.51286539647925,78.87952415752075
287,6451,17.505160273947226,78.88252324544459
288,6244,17.500484182174024,78.88810278282939
289,6093,17.51403576316504,78.89645440412369
290,6858,17.515002622831933,78.88420165619513
291,6495,17.497721575189043,78.87605434627085
292,6831,17.504034428020002,78.87907866119464
293,6273,17.491910109867987,78.89382381694304
294,6623,17.51988617543021,78.87370733301584
295,6035,17.51126936823525,78.8821370159642
296,6432,17.491464035793484,78.8906665466129
297,6117,17.492398135073646,78.88836216100317
298,6065,17.51994255077395,78.88472666693586
299,6583,17.50762002364658,78.88939162665656
300,8980,17.08305248560516,78.20105153127905
301,8570,17.055480859893102,78.20058337452492
302,8528,17.072690783572195,78.20651000556418
303,8813,17.08319605608342,78.1987772350777
304,9262,17.06875605336707,78.21986319119225
305,8979,17.07458858286409,78.21740264823977
306,9320,17.05976255226591,78.21818419921713
307,8740,17.071845856703938,78.20164488676758
308,8986,17.073981366819442,78.19323247264617
309,9363,17.07185448637447,78.20714309261014
310,8688,17.069623071734508,78.20253005261486
311,8872,17.06658466705172,78.19999100122
312,9285,17.054046287396964,78.21840676496817
313,8884,17.05938674936685,78.2161555251259
314,8943,17.061212559553503,78.21094672003069
315,8867,17.05695555388637,78.2085595500224
316,8753,17.07865766956274,78.21372321398572
317,9212,17.078521509160268,78.20549856408309
318,8443,17.061008589084466,78.21613387043341
319,9175,17.057464701559624,78.2105544295163
320,8742,17.064170531435188,78.2001520451286
321,8859,17.058857888919746,78.20101144901429
322,9253,17.074278471979852,78.19240136810502
323,9315,17.061510675783925,78.22005283848507
324,8458,17.083817034055738,78.19852123808191
325,9138,17.074307135458596,78.2152910240984
326,8892,17.068960626156077,78.19593446220115
327,8788,17.079531266600256,78.20207415607287
328,9312,17.08192558905171,78.1995205309598
329,8711,17.06614939783242,78.20238092934414
330,9145,17.07662750621652,78.21369642566789
331,8734,17.06135718277095,78.20144598963697
332,9292,17.076430801804104,78.19875747342363
333,8571,17.056056750415717,78.214728562279
334,8778,17.078461669436336,78.21601089965662
335,9333,17.074907213256573,78.19315131343176
336,8805,17.07308293505076,78.20748014406294
337,8843,17.07447983377556,78.2062905020986
338,8803,17.0828767937081,78.21001826238435
339,8822,17.056668174740643,78.20934029843305
340,9192,17.074594968300325,78.20328927049746
341,9363,17.082860499092195,78.21311097216959
342,8758,17.070494314255665,78.19567041629001
343,8558,17.076243744266502,78.21283359633902
344,8905,17.073922759364706,78.20516554669047
345,8810,17.062784074006554,78.19601774287821
346,9036,17.059761712518107,78.20795073149189
347,8668,17.06108217283481,78.2192118735648
348,8587,17.055790407122966,78.20055164301311
349,8722,17.062536635078537,78.20215805815621
350,8422,17.067157106620563,78.21615597066554
351,8446,17.064970501806965,78.19713007184652
352,9197,17.081110159140778,78.19339924338554
353,9047,17.07783270376053,78.21289325356042
354,9008,17.05903179552048,78.22211821053894
355,9156,17.067603977558534,78.1958164938219
356,9017,17.058517716497022,78.20351421598183
357,9308,17.068525692766283,78.20074147826176
358,8761,17.057760682113106,78.2043044567843
359,8917,17.064188103270887,78.1979370799206
360,8795,17.059173806198192,78.1973458109003
361,8758,17.0729151404034,78.19493083445087
362,8626,17.07658393730243,78.19469484421039
363,9075,17.078379611052373,78.21317715693027
364,9338,17.077385129027363,78.21020143337222
365,8961,17.06469789687364,78.21198341656647
366,8987,17.083518211193674,78.20891966946094
367,8570,17.082525854892417,78.193222363897
368,9256,17.072697798830987,78.21265583064252
369,8673,17.072215557739778,78.21179839868849
370,9001,17.075975503837892,78.19409057182148
371,8925,17.082259985197172,78.21457715939984
372,8620,17.079894538929253,78.2005200900878
373,8512,17.070296350228347,78.1968537461099
374,9297,17.075949541712497,78.21432509978366
375,9054,17.06983000059115,78.19273729236592
376,9195,17.05510027096844,78.21860643382355
377,9360,17.066342914056257,78.20069502682951
378,8905,17.08296652027381,78.20194870947734
379,9323,17.07266833814094,78.21546289914038
380,8720,17.079531107231176,78.20082312405621
381,8747,17.05892119061102,78.19259481147195
382,8880,17.082494182214905,78.20052078531415
383,9236,17.083912014169655,78.21896356273511
384,9396,17.05742760309731,78.19363013750572
385,8980,17.06692030385529,78.2026251522721
386,8470,17.07774946454754,78.20002296281794
387,8646,17.072273757366,78.21020996516044
388,9349,17.07295547002874,78.22138853467524
389,9366,17.074976948533642,78.21969724434202
390,9360,17.05704002470685,78.20567999386432
391,8523,17.08331071614455,78.19256081247187
392,8450,17.0694216763713,78.21494160902004
393,8757,17.06274807262708,78.2033317515757
394,9062,17.07071212998329,78.2017587354735
395,9387,17.07908611841027,78.1935827954517
396,8641,17.077594158538698,78.19915503146477
397,9318,17.070144737946602,78.21157678148327
398,8712,17.058891169073647,78.20731092998983
399,8501,17.070470908934727,78.21070617196996
400,8479,17.080424237904932,78.20808367693745
401,9109,17.080558804327882,78.20187461695477
402,8470,17.06077385337233,78.20768685113755
403,9401,17.069281138593936,78.21635835846553
404,9213,17.06837366251887,78.19461213985497
405,9129,17.06073901353841,78.19923678555845
406,8445,17.07774503759908,78.20984992088185
407,8982,17.06612078048795,78.19732887727598
408,8679,17.07329474278155,78.22097541397437
409,8558,17.05698711561415,78.21379766355142
410,8959,17.06373814944947,78.21982855954491
411,8966,17.058831881634173,78.22199612783332
412,8986,17.069296210612713,78.21330140643546
413,8955,17.06980568976383,78.21908000259957
414,8928,17.061476724566827,78.20268805974676
415,8693,17.070920237764067,78.19388284466345
416,9033,17.07499148369975,78.21949587821192
417,9011,17.082581634843706,78.20433593089861
418,9258,17.054708535617262,78.19882167035965
419,8896,17.073179814169457,78.22196258822923
420,8632,17.059082138210087,78.19576947341024
421,9108,17.078997407856793,78.22110452561374
422,9147,17.075616758650202,78.22116809396366
423,9203,17.05463336810519,78.20423865890001
424,8465,17.064204217008495,78.2076825136914
425,8845,17.059823056307863,78.21111993346817
426,8752,17.080689403348938,78.21609315619042
427,9212,17.066863245417682,78.21811879270138
428,8785,17.06789273698993,78.2202524279612
429,9015,17.07212758965856,78.20917822120313
430,9017,17.068672693574882,78.19972223774806
431,8555,17.071500794402052,78.21137468705975
432,9320,17.081488098677593,78.19507970170173
433,8480,17.056850178567704,78.21748642931703
434,8813,17.066687026237023,78.21814622587804
435,8437,17.0787772477751,78.19340678852275
436,9370,17.079989757892776,78.21281582507947
437,9207,17.083293724836462,78.19760090461492
438,8525,17.059643079525884,78.20648394349995
439,9225,17.079806278231583,78.20012618427783
440,8503,17.071728882207466,78.21921983130703
441,8964,17.059591358304512,78.21132881096942
442,9042,17.07282763803592,78.22214823155065
443,9402,17.066002655540487,78.20928554170032
444,9187,17.059756104427233,78.20535760446612
445,8996,17.05406656752267,78.20384332492809
446,8803,17.06858705219131,78.21964643514082
447,8495,17.078098493389586,78.2129964034754
448,9289,17.082506502203408,78.20198601169403
449,8974,17.05758587380096,78.21354178380116
450,9415,17.45941378233707,78.68952867057719
451,10028,17.45226796190269,78.66658964323602
452,9513,17.46309902404913,78.68084673622543
453,9347,17.454678472103833,78.68503587391449
454,9670,17.440198882750877,78.67315559993585
455,10149,17.449761044962194,78.68847133044349
456,9616,17.45848596470658,78.67772197017617
457,9878,17.45007015657435,78.66638579329948
458,9634,17.438901817310246,78.68094439178815
459,9507,17.443894855822315,78.68730113736385
460,9711,17.44815523997132,78.66781545210324
461,10122,17.444524782380633,78.66868884131124
462,9468,17.461958752473397,78.68086574555024
463,9867,17.466592378696454,78.66875358928725
464,9523,17.449040483006996,78.69220525728811
465,9974,17.452372189691054,78.68965008795544
466,9377,17.441936691059553,78.68522432883584
467,9790,17.465976574838272,78.6718335085657
468,9409,17.45929946878233,78.66863544215083
469,10070,17.440440478135596,78.69535871120218
470,9936,17.466206864291976,78.68418085765909
471,9961,17.46362514364387,78.68410549199365
472,9446,17.451572321401507,78.67418647641377
473,10160,17.453976802006203,78.68286580025755
474,9506,17.445503838755382,78.68362791476498
475,10203,17.457409382045224,78.66931035928
476,10226,17.43783676021983,78.67591919557917
477,9976,17.443427541300657,78.67290470187046
478,9294,17.444815629179917,78.67665788347247
479,10177,17.46724944029018,78.66712053444346
480,9484,17.451975079999944,78.67472336097566
481,9512,17.45640951897217,78.66694825968499
482,10008,17.46313843827222,78.68462790620462
483,9314,17.450522542503865,78.67707269048587
484,9876,17.45484974261185,78.67425908108531
485,9276,17.438624647329945,78.68783199280163
486,9769,17.456459341598876,78.67361071918393
487,9815,17.440626484118038,78.67664406057705
488,9384,17.456351544228326,78.68267284397801
489,9890,17.447417890197904,78.68645394141893
490,10246,17.455977123042977,78.68945011520816
491,9630,17.46203498204913,78.68364444760655
492,10098,17.460753192081913,78.67779081395516
493,9355,17.439611146610158,78.68281014041729
494,9666,17.459294378423614,78.67391514975024
495,10007,17.4496962003588,78.69105397483098
496,9805,17.441967863562017,78.66960839047394
497,9508,17.440296034283254,78.69092595443902
498,9492,17.45099646127333,78.66779904005209
499,9380,17.464882051909992,78.66944762748919
500,9369,17.450765090183555,78.68190328614578
501,9618,17.458715786291904,78.67617476436001
502,9442,17.4456786183213,78.67270876981699
503,9476,17.44408029724169,78.67465161711833
504,9654,17.4528270214356,78.69318286792324
505,9431,17.464392741073077,78.66963713143105
506,10252,17.43929063653317,78.68245536482708
507,9960,17.467023638841287,78.68962772978703
508,9747,17.460516620169425,78.68399591816703
509,9368,17.438828021530714,78.68574919243376
510,9974,17.446725415608284,78.6917042683784
511,10108,17.44422319676316,78.6735712320256
512,9339,17.440132733571357,78.66823556650259
513,9591,17.446261194616994,78.68540455178623
514,9352,17.446356050981322,78.67487507580003
515,10150,17.44388238589325,78.68490474824911
516,10070,17.446173959799843,78.66835165133925
517,9595,17.438123136962496,78.67768649477169
518,9835,17.467452009963626,78.68275433106307
519,9995,17.452906459861275,78.66956128736429
520,9497,17.460568347791607,78.68163450723061
521,10149,17.451149798142378,78.69278941687082
522,9680,17.45726820626234,78.67752950878481
523,10189,17.464511271770615,78.687564730084
524,9724,17.461162435325836,78.68860211716094
525,10042,17.449591676872924,78.67436978782933
526,9513,17.451637452885553,78.68673041174718
527,9596,17.451318788020608,78.6745376327901
528,9339,17.449874459281556,78.68884430496892
529,10000,17.451224506070258,78.68911863499967
530,10207,17.446631494474328,78.68033943026865
531,9347,17.448479258118848,78.68583409573577
532,10198,17.463292059240516,78.69005900358361
533,9810,17.459615601360248,78.69377537679135
534,10247,17.44298497282241,78.67365967859689
535,10014,17.457275811766635,78.68239683852428
536,10244,17.44893959637768,78.67341386552494
537,10072,17.45072082817675,78.6756210663924
538,9481,17.45970325994228,78.67949187090036
539,9401,17.447061170614134,78.6833288923119
540,9739,17.446898138075575,78.69308576683684
541,9573,17.457599078771256,78.68337023009717
542,9810,17.438720937476155,78.68840213761042
543,9978,17.450049639344655,78.67011425978272
544,10269,17.43822345919118,78.6705502657205
545,10032,17.43903747396066,78.67456560579463
546,9935,17.451711818803048,78.68006313779092
547,10178,17.43911587620868,78.68753484453872
548,9469,17.46472648486649,78.68976894235486
549,9310,17.462554688142784,78.68910286670364
550,9653,17.46043415961491,78.67906291962566
551,9307,17.463190865981204,78.69565583455984
552,9508,17.464942392288066,78.69515877989367
553,9884,17.462235739681322,78.68901445045992
554,9851,17.460845424281207,78.6866567957024
555,9941,17.463971116734758,78.68044630137345
556,9778,17.459745663969,78.669996806338
557,9977,17.455655528411498,78.6716325106879
558,9441,17.454709122163763,78.69234831095314
559,10093,17.463998328532867,78.67998756214108
560,9738,17.439869614793434,78.68535959680072
561,9548,17.463207944415462,78.6882022183844
562,9713,17.459808399625228,78.67250471618792
563,9637,17.46321583258539,78.68060926299451
564,10129,17.459255434150045,78.67353112323023
565,10113,17.447741292243705,78.67199888908488
566,9771,17.46237745592134,78.67030892085685
567,9939,17.454863479119503,78.6806697282996
568,10123,17.43891984041451,78.6779485485046
569,9535,17.464200419563145,78.68401910603191
570,9635,17.457595458690005,78.68879346971941
571,9587,17.449634245631902,78.67223735216606
572,10039,17.45585667732706,78.68844592081888
573,9387,17.452956868251313,78.67346694786961
574,9966,17.445719821717407,78.68530251405537
575,10058,17.451281844471872,78.67895925436662
576,10128,17.440756858372417,78.68217867423606
577,9793,17.467025739818244,78.6888750669662
578,9791,17.444173627846624,78.67934336708089
579,9509,17.443528825126023,78.67328950489583
580,9569,17.440247501759217,78.67763654658692
581,9558,17.44346245579753,78.6788716383192
582,9544,17.448647444257432,78.68953900963267
583,10229,17.441067214037567,78.68019371045698
584,9829,17.46413179448541,78.66999733857469
585,10150,17.445262110229816,78.6958559032887
586,9848,17.466999779762734,78.67541522694353
587,9740,17.45742429263591,78.67555071964048
588,10211,17.44324644425815,78.66962222597444
589,10131,17.45615769457234,78.68830342185208
590,9894,17.447583129664025,78.67466625273379
591,9549,17.447791974124648,78.67481834149011
592,9330,17.457616470100334,78.69112896894188
593,9308,17.446180704433186,78.69284447799855
594,9514,17.439299710767518,78.6817429025424
595,9702,17.46698134389421,78.67251168007773
596,9700,17.44215436854312,78.67465883873115
597,9727,17.45885321744884,78.6702130267315
598,9367,17.454205779904097,78.68182748635296
599,9944,17.460778296257512,78.69299173437373
600,13345,17.12066723859191,78.44058201384635
601,13721,17.145496057257485,78.41754255779927
602,12945,17.126357186425498,78.43687264779633
603,13240,17.13689395428496,78.4282147443572
604,13391,17.144236803189703,78.4318713523536
605,13050,17.138267975444176,78.42891957797882
606,13713,17.125675079369778,78.42954749384013
607,13714,17.13839314637825,78.43749047482063
608,13727,17.132077133302108,78.42487087756457
609,13599,17.138439913425252,78.42297075571238
610,13751,17.125466233033556,78.44309416694256
611,13590,17.121389051612436,78.43988710549127
612,13434,17.137349344712472,78.43038721306846
613,13181,17.119932112892425,78.42708487214631
614,13564,17.135093444002344,78.44106751851503
615,13450,17.125924813072093,78.44181627581204
616,12819,17.139161881237712,78.43364182516427
617,13531,17.136811790513665,78.43640035495018
618,13367,17.138221244793552,78.44251377909154
619,13363,17.142379216137613,78.43723738987765
620,13359,17.14637661720101,78.43923760817867
621,13252,17.133197456665297,78.43090900978581
622,13622,17.131726748112232,78.43724017277789
623,13102,17.134638395363403,78.43392417924566
624,12830,17.134264945730624,78.43303936352643
625,13463,17.139549470457165,78.42196225065142
626,13060,17.131079931479597,78.43792230709367
627,13018,17.140311230291907,78.43506045904394
628,13665,17.13122888534274,78.42926784086269
629,12834,17.12688672839893,78.42817052758541
630,13423,17.132027693829954,78.44682428100471
631,12866,17.123241006638185,78.4205230693244
632,12797,17.13704218487445,78.43868635240901
633,13356,17.149063402000913,78.4392300046123
634,12881,17.127410671032507,78.42713404752546
635,13385,17.12474207852635,78.422937160095
636,13218,17.146767450366895,78.43138574377255
637,12807,17.142308147249633,78.42129720242393
638,13012,17.1228403244528,78.43699176090949
639,12770,17.129557367925294,78.43691606397152
640,13013,17.120519072763415,78.42567799312171
641,13101,17.148752129669205,78.41788122981347
642,13303,17.135831613544042,78.43068687402284
643,13590,17.137077574905483,78.4204510611585
644,13644,17.124441437608898,78.4367271108295
645,13303,17.124825453399584,78.42108107994218
646,13170,17.142934534420135,78.42825700284851
647,13058,17.123294872142427,78.43799086277544
648,13450,17.148623382921237,78.43914591610242
649,12880,17.139284165981095,78.44332819136262
650,13100,17.14855906362811,78.43056855841654
651,13066,17.133939485436496,78.43632440096674
652,13357,17.132729636062958,78.4211139512197
653,12840,17.136578550113423,78.42794681079724
654,12844,17.121439292265148,78.44204144129007
655,12774,17.145047662796763,78.43317495829736
656,13554,17.131694275949542,78.42889728418382
657,13109,17.142792789698913,78.42630088837066
658,13568,17.13046062097928,78.4440035854693
659,13034,17.12214845229154,78.42513566782958
660,13589,17.138895537963915,78.44496267197535
661,12883,17.137386138792216,78.43192332628911
662,13290,17.147265168135984,78.44248757580718
663,13186,17.135655354130797,78.42135003123036
664,13628,17.13862274692122,78.41990737294195
